Prov,Road,Timestamp,Count,Min_PK,Max_PK,Bracket
A Coruña,AC-10,2026-01-17T10:00:00Z,1,1.458,1.458,06:00-12:00
A Coruña,A-6,2026-01-17T11:00:00Z,1,580.432,580.432,06:00-12:00
A Coruña,AC-552,2026-01-17T12:00:00Z,2,25.238,25.351,12:00-18:00
A Coruña,AC-10,2026-01-17T13:00:00Z,1,1.522,1.522,12:00-18:00
A Coruña,AC-012,2026-01-17T19:00:00Z,1,2.912,2.912,18:00-00:00
A Coruña,AP-9F,2026-01-17T20:00:00Z,6,0.658,31.919,18:00-00:00
A Coruña,N-550,2026-01-17T21:00:00Z,4,6.966,83.606,18:00-00:00
A Coruña,AC-11,2026-01-17T22:00:00Z,1,3.307,3.307,18:00-00:00
A Coruña,AG-64,2026-01-17T23:00:00Z,2,9.22,9.223,18:00-00:00
A Coruña,AC-10,2026-01-18T00:00:00Z,1,1.525,1.525,00:00-06:00
A Coruña,DP-0812,2026-01-18T01:00:00Z,1,0.427,0.427,00:00-06:00
A Coruña,VG-1.3,2026-01-18T02:00:00Z,2,0.345,4.79,00:00-06:00
A Coruña,DP-1105,2026-01-18T03:00:00Z,2,7.696,11.116,00:00-06:00
A Coruña,N-550,2026-01-18T04:00:00Z,2,11.478,67.272,00:00-06:00
A Coruña,N-550,2026-01-18T05:00:00Z,3,67.148,83.599,00:00-06:00
A Coruña,DP-6110,2026-01-18T07:00:00Z,1,0.033,0.033,06:00-12:00
A Coruña,AC-12,2026-01-18T08:00:00Z,2,7.489,8.057,06:00-12:00
A Coruña,AC-841,2026-01-18T09:00:00Z,3,2.111,3.758,06:00-12:00
A Coruña,A-6,2026-01-18T10:00:00Z,3,555.226,580.026,06:00-12:00
A Coruña,A-6,2026-01-18T11:00:00Z,3,557.74,592.914,06:00-12:00
A Coruña,AC-862,2026-01-18T12:00:00Z,3,0.062,40.988,12:00-18:00
A Coruña,AC-133,2026-01-18T16:00:00Z,1,0.043,0.043,12:00-18:00
A Coruña,AC-122,2026-01-18T17:00:00Z,1,3.569,3.569,12:00-18:00
Alacant/Alicante,N-332,2026-01-17T10:00:00Z,3,107.432,119.277,06:00-12:00
Alacant/Alicante,A-31,2026-01-17T11:00:00Z,2,234.081,239.061,06:00-12:00
Alacant/Alicante,AP-7,2026-01-17T12:00:00Z,1,752.773,752.773,12:00-18:00
Alacant/Alicante,A-79,2026-01-17T13:00:00Z,1,0.231,0.231,12:00-18:00
Alacant/Alicante,A-70,2026-01-17T19:00:00Z,1,21.53,21.53,18:00-00:00
Alacant/Alicante,CV-81,2026-01-17T20:00:00Z,3,43.597,56.974,18:00-00:00
Alacant/Alicante,A-31,2026-01-17T21:00:00Z,2,206.698,211.81,18:00-00:00
Alacant/Alicante,A-7,2026-01-17T22:00:00Z,3,458.929,479.356,18:00-00:00
Alacant/Alicante,A-7,2026-01-17T23:00:00Z,5,458.245,489.27,18:00-00:00
Alacant/Alicante,A-31,2026-01-18T00:00:00Z,1,220.997,220.997,00:00-06:00
Alacant/Alicante,A-7,2026-01-18T01:00:00Z,2,460.882,467.014,00:00-06:00
Alacant/Alicante,A-31,2026-01-18T02:00:00Z,2,218.814,236.159,00:00-06:00
Alacant/Alicante,A-79,2026-01-18T03:00:00Z,1,1.19,1.19,00:00-06:00
Alacant/Alicante,A-70,2026-01-18T04:00:00Z,1,0.398,0.398,00:00-06:00
Alacant/Alicante,CV-921,2026-01-18T05:00:00Z,1,0.007,0.007,00:00-06:00
Alacant/Alicante,N-332,2026-01-18T06:00:00Z,3,59.376,67.735,06:00-12:00
Alacant/Alicante,N-332a,2026-01-18T07:00:00Z,2,138.14,138.443,06:00-12:00
Alacant/Alicante,N-332,2026-01-18T08:00:00Z,8,113.721,198.81,06:00-12:00
Alacant/Alicante,AP-7,2026-01-18T09:00:00Z,11,652.962,701.081,06:00-12:00
Alacant/Alicante,AP-7,2026-01-18T10:00:00Z,5,602.537,671.86,06:00-12:00
Alacant/Alicante,N-332,2026-01-18T11:00:00Z,6,107.457,197.714,06:00-12:00
Alacant/Alicante,N-332,2026-01-18T12:00:00Z,7,54.564,158.12,12:00-18:00
Alacant/Alicante,A-31,2026-01-18T16:00:00Z,3,203.436,213.015,12:00-18:00
Alacant/Alicante,AP-7,2026-01-18T17:00:00Z,2,676.183,676.864,12:00-18:00
Albacete,AB-201,2026-01-17T10:00:00Z,1,0.348,0.348,06:00-12:00
Albacete,A-30,2026-01-17T11:00:00Z,1,43.762,43.762,06:00-12:00
Albacete,CM-3217,2026-01-17T12:00:00Z,2,17.983,20.372,12:00-18:00
Albacete,AB-503,2026-01-17T19:00:00Z,1,5.519,5.519,18:00-00:00
Albacete,CM-3203,2026-01-17T20:00:00Z,6,60.275,80.9,18:00-00:00
Albacete,CM-3203,2026-01-17T21:00:00Z,1,57.094,57.094,18:00-00:00
Albacete,A-31,2026-01-18T00:00:00Z,1,126.496,126.496,00:00-06:00
Albacete,A-30,2026-01-18T01:00:00Z,2,68.682,69.039,00:00-06:00
Albacete,N-344,2026-01-18T03:00:00Z,1,113.388,113.388,00:00-06:00
Albacete,CM-412,2026-01-18T04:00:00Z,1,273.232,273.232,00:00-06:00
Albacete,CM-3225,2026-01-18T05:00:00Z,1,12.462,12.462,00:00-06:00
Albacete,CM-3225,2026-01-18T06:00:00Z,1,12.517,12.517,06:00-12:00
Albacete,N-430a,2026-01-18T08:00:00Z,1,587.096,587.096,06:00-12:00
Albacete,CM-3218,2026-01-18T09:00:00Z,1,17.916,17.916,06:00-12:00
Albacete,A-31,2026-01-18T10:00:00Z,2,33.63,91.501,06:00-12:00
Albacete,A-31,2026-01-18T11:00:00Z,4,44.093,64.272,06:00-12:00
Albacete,N-322,2026-01-18T12:00:00Z,4,304.961,325.251,12:00-18:00
Albacete,A-31,2026-01-18T17:00:00Z,1,38.832,38.832,12:00-18:00
Almería,A-1207,2026-01-17T11:00:00Z,2,0.258,1.138,06:00-12:00
Almería,A-1207,2026-01-17T12:00:00Z,1,0.26,0.26,12:00-18:00
Almería,A-334,2026-01-17T13:00:00Z,1,37.039,37.039,12:00-18:00
Almería,N-344a,2026-01-17T19:00:00Z,1,6.859,6.859,18:00-00:00
Almería,A-1050,2026-01-17T20:00:00Z,3,0.124,2.541,18:00-00:00
Almería,AL-6403,2026-01-17T21:00:00Z,1,1.474,1.474,18:00-00:00
Almería,A-7,2026-01-17T22:00:00Z,3,773.19,817.079,18:00-00:00
Almería,A-334,2026-01-17T23:00:00Z,1,74.737,74.737,18:00-00:00
Almería,A-1051,2026-01-18T00:00:00Z,1,0.308,0.308,00:00-06:00
Almería,A-1075,2026-01-18T01:00:00Z,1,23.356,23.356,00:00-06:00
Almería,A-1075,2026-01-18T02:00:00Z,3,10.307,18.827,00:00-06:00
Almería,A-7,2026-01-18T04:00:00Z,1,744.14,744.14,00:00-06:00
Almería,N-340a,2026-01-18T05:00:00Z,1,437.735,437.735,00:00-06:00
Almería,A-1102,2026-01-18T06:00:00Z,1,5.096,5.096,06:00-12:00
Almería,A-7,2026-01-18T07:00:00Z,6,742.388,762.005,06:00-12:00
Almería,A-7,2026-01-18T08:00:00Z,8,759.338,821.318,06:00-12:00
Almería,A-7,2026-01-18T09:00:00Z,7,773.052,820.296,06:00-12:00
Almería,AL-3117,2026-01-18T10:00:00Z,4,1.853,8.806,06:00-12:00
Almería,A-334,2026-01-18T11:00:00Z,3,43.571,49.72,06:00-12:00
Almería,N-340a,2026-01-18T12:00:00Z,3,437.866,456.618,12:00-18:00
Almería,A-7,2026-01-18T16:00:00Z,1,799.57,799.57,12:00-18:00
Almería,A-7,2026-01-18T17:00:00Z,2,712.71,824.109,12:00-18:00
Asturias,A-8,2026-01-17T11:00:00Z,3,357.258,496.144,06:00-12:00
Asturias,A-66,2026-01-17T12:00:00Z,2,13.838,26.322,12:00-18:00
Asturias,AS-216,2026-01-17T13:00:00Z,1,5.916,5.916,12:00-18:00
Asturias,A-66,2026-01-17T19:00:00Z,2,48.602,48.604,18:00-00:00
Asturias,A-8,2026-01-17T20:00:00Z,4,397.64,463.741,18:00-00:00
Asturias,A-8,2026-01-17T21:00:00Z,4,394.049,478.527,18:00-00:00
Asturias,A-66,2026-01-17T22:00:00Z,1,48.606,48.606,18:00-00:00
Asturias,A-66,2026-01-17T23:00:00Z,2,17.166,48.602,18:00-00:00
Asturias,AS-378,2026-01-18T00:00:00Z,1,9.067,9.067,00:00-06:00
Asturias,A-64,2026-01-18T01:00:00Z,1,25.467,25.467,00:00-06:00
Asturias,AS-112,2026-01-18T02:00:00Z,2,38.867,41.775,00:00-06:00
Asturias,AS-15,2026-01-18T03:00:00Z,1,64.264,64.264,00:00-06:00
Asturias,A-66,2026-01-18T05:00:00Z,1,12.604,12.604,00:00-06:00
Asturias,A-64,2026-01-18T06:00:00Z,1,18.733,18.733,06:00-12:00
Asturias,CT-2,2026-01-18T07:00:00Z,1,1.481,1.481,06:00-12:00
Asturias,A-8,2026-01-18T08:00:00Z,1,302.411,302.411,06:00-12:00
Asturias,A-66,2026-01-18T09:00:00Z,1,19.934,19.934,06:00-12:00
Asturias,A-8,2026-01-18T10:00:00Z,1,388.416,388.416,06:00-12:00
Asturias,A-66,2026-01-18T11:00:00Z,1,37.214,37.214,06:00-12:00
Asturias,AS-117,2026-01-18T12:00:00Z,3,37.105,44.804,12:00-18:00
Asturias,A-66,2026-01-18T16:00:00Z,2,34.904,36.297,12:00-18:00
Badajoz,A-5,2026-01-17T11:00:00Z,1,343.787,343.787,06:00-12:00
Badajoz,EX-107,2026-01-17T12:00:00Z,1,24.045,24.045,12:00-18:00
Badajoz,N-432,2026-01-17T13:00:00Z,1,1.925,1.925,12:00-18:00
Badajoz,EX-101,2026-01-17T20:00:00Z,2,1.214,4.832,18:00-00:00
Badajoz,EX-343,2026-01-17T21:00:00Z,3,7.586,16.741,18:00-00:00
Badajoz,EX-354,2026-01-17T23:00:00Z,1,10.488,10.488,18:00-00:00
Badajoz,BA-20,2026-01-18T00:00:00Z,1,5.566,5.566,00:00-06:00
Badajoz,EX-104,2026-01-18T02:00:00Z,1,19.077,19.077,00:00-06:00
Badajoz,BA-100,2026-01-18T03:00:00Z,1,16.416,16.416,00:00-06:00
Badajoz,EX-110,2026-01-18T04:00:00Z,1,58.898,58.898,00:00-06:00
Badajoz,A-5,2026-01-18T06:00:00Z,1,346.382,346.382,06:00-12:00
Badajoz,EX-328,2026-01-18T07:00:00Z,1,4.478,4.478,06:00-12:00
Badajoz,BA-002,2026-01-18T08:00:00Z,1,19.14,19.14,06:00-12:00
Badajoz,A-66,2026-01-18T09:00:00Z,1,632.339,632.339,06:00-12:00
Badajoz,EX-360,2026-01-18T10:00:00Z,2,1.663,1.884,06:00-12:00
Badajoz,EX-323,2026-01-18T11:00:00Z,6,2.629,14.261,06:00-12:00
Badajoz,N-432,2026-01-18T12:00:00Z,4,0.678,14.438,12:00-18:00
Badajoz,A-66,2026-01-18T16:00:00Z,1,634.556,634.556,12:00-18:00
Badajoz,EX-343,2026-01-18T17:00:00Z,1,11.881,11.881,12:00-18:00
Barcelona,A-2,2026-01-17T10:00:00Z,1,603.769,603.769,06:00-12:00
Barcelona,AP-7,2026-01-17T11:00:00Z,2,117.323,203.531,06:00-12:00
Barcelona,C-25,2026-01-17T12:00:00Z,3,124.614,171.774,12:00-18:00
Barcelona,C-15,2026-01-17T13:00:00Z,1,39.525,39.525,12:00-18:00
Barcelona,BP-1432,2026-01-17T19:00:00Z,1,19.021,19.021,18:00-00:00
Barcelona,A-2,2026-01-17T20:00:00Z,1,603.467,603.467,18:00-00:00
Barcelona,C-32,2026-01-17T21:00:00Z,2,100.523,117.234,18:00-00:00
Barcelona,C-31,2026-01-17T23:00:00Z,2,168.694,194.436,18:00-00:00
Barcelona,C-58,2026-01-18T00:00:00Z,2,15.95,16.03,00:00-06:00
Barcelona,C-25,2026-01-18T01:00:00Z,1,104.51,104.51,00:00-06:00
Barcelona,C-25,2026-01-18T02:00:00Z,1,104.507,104.507,00:00-06:00
Barcelona,BV-4511,2026-01-18T03:00:00Z,1,3.474,3.474,00:00-06:00
Barcelona,C-58,2026-01-18T04:00:00Z,1,37.618,37.618,00:00-06:00
Barcelona,C-37,2026-01-18T05:00:00Z,1,67.558,67.558,00:00-06:00
Barcelona,AP-7,2026-01-18T06:00:00Z,1,104.481,104.481,06:00-12:00
Barcelona,A-2,2026-01-18T07:00:00Z,1,577.576,577.576,06:00-12:00
Barcelona,C-59,2026-01-18T08:00:00Z,1,29.604,29.604,06:00-12:00
Barcelona,BP-2151,2026-01-18T09:00:00Z,2,11.626,11.985,06:00-12:00
Barcelona,AP-7,2026-01-18T10:00:00Z,4,113.481,175.889,06:00-12:00
Barcelona,B-30,2026-01-18T11:00:00Z,1,10.685,10.685,06:00-12:00
Barcelona,B-120,2026-01-18T12:00:00Z,2,0.57,0.57,12:00-18:00
Barcelona,AP-7-R25,2026-01-18T16:00:00Z,1,0.443,0.443,12:00-18:00
Barcelona,AP-7,2026-01-18T17:00:00Z,2,119.524,141.694,12:00-18:00
Burgos,CL-619,2026-01-17T10:00:00Z,2,71.785,73.098,06:00-12:00
Burgos,BU-30,2026-01-17T11:00:00Z,1,2.186,2.186,06:00-12:00
Burgos,BU-627,2026-01-17T12:00:00Z,1,27.04,27.04,12:00-18:00
Burgos,N-1,2026-01-17T13:00:00Z,2,245.326,278.29,12:00-18:00
Burgos,N-1a,2026-01-17T19:00:00Z,1,158.253,158.253,18:00-00:00
Burgos,BU-925,2026-01-17T20:00:00Z,1,0.36,0.36,18:00-00:00
Burgos,BU-601,2026-01-17T21:00:00Z,6,2.159,23.428,18:00-00:00
Burgos,CL-629,2026-01-17T22:00:00Z,1,90.736,90.736,18:00-00:00
Burgos,BU-P-1012,2026-01-17T23:00:00Z,1,0.047,0.047,18:00-00:00
Burgos,A-62,2026-01-18T00:00:00Z,2,13.004,13.759,00:00-06:00
Burgos,AP-1,2026-01-18T01:00:00Z,2,59.175,63.542,00:00-06:00
Burgos,N-1,2026-01-18T03:00:00Z,1,201.41,201.41,00:00-06:00
Burgos,BU-114,2026-01-18T08:00:00Z,1,0.158,0.158,06:00-12:00
Burgos,N-622,2026-01-18T09:00:00Z,2,69.085,72.979,06:00-12:00
Burgos,BU-11,2026-01-18T10:00:00Z,1,1.423,1.423,06:00-12:00
Burgos,BU-11,2026-01-18T11:00:00Z,1,1.42,1.42,06:00-12:00
Burgos,N-234,2026-01-18T12:00:00Z,4,465.203,483.172,12:00-18:00
Burgos,CL-117,2026-01-18T16:00:00Z,1,0.284,0.284,12:00-18:00
Burgos,N-1,2026-01-18T17:00:00Z,2,152.971,245.596,12:00-18:00
Cantabria,CA-232,2026-01-17T10:00:00Z,1,4.225,4.225,06:00-12:00
Cantabria,N-634,2026-01-17T11:00:00Z,3,165.068,196.341,06:00-12:00
Cantabria,A-67,2026-01-17T12:00:00Z,2,155.603,168.161,12:00-18:00
Cantabria,A-8,2026-01-17T13:00:00Z,4,146.364,245.738,12:00-18:00
Cantabria,A-67,2026-01-17T19:00:00Z,1,192.642,192.642,18:00-00:00
Cantabria,A-67,2026-01-17T20:00:00Z,5,186.663,201.975,18:00-00:00
Cantabria,A-67,2026-01-17T21:00:00Z,5,173.918,200.766,18:00-00:00
Cantabria,A-67,2026-01-17T22:00:00Z,5,137.388,162.85,18:00-00:00
Cantabria,CA-304,2026-01-17T23:00:00Z,1,0.178,0.178,18:00-00:00
Cantabria,S-10,2026-01-18T00:00:00Z,1,2.719,2.719,00:00-06:00
Cantabria,A-67,2026-01-18T01:00:00Z,1,204.998,204.998,00:00-06:00
Cantabria,A-67,2026-01-18T02:00:00Z,1,182.246,182.246,00:00-06:00
Cantabria,A-8,2026-01-18T03:00:00Z,4,171.006,209.423,00:00-06:00
Cantabria,CA-266,2026-01-18T04:00:00Z,1,0,0,00:00-06:00
Cantabria,N-611,2026-01-18T05:00:00Z,1,137.932,137.932,00:00-06:00
Cantabria,N-634,2026-01-18T07:00:00Z,1,172.376,172.376,06:00-12:00
Cantabria,CA-131,2026-01-18T08:00:00Z,2,23.831,29.305,06:00-12:00
Cantabria,N-634,2026-01-18T09:00:00Z,2,267.578,269.524,06:00-12:00
Cantabria,CA-131,2026-01-18T10:00:00Z,3,19.173,28.645,06:00-12:00
Cantabria,A-8,2026-01-18T11:00:00Z,2,145.595,182.414,06:00-12:00
Cantabria,N-611,2026-01-18T12:00:00Z,4,137.933,176.16,12:00-18:00
Cantabria,A-67,2026-01-18T17:00:00Z,1,189.501,189.501,12:00-18:00
Castelló/Castellón,CS-22,2026-01-17T11:00:00Z,1,8.031,8.031,06:00-12:00
Castelló/Castellón,CV-165,2026-01-17T12:00:00Z,1,22.624,22.624,12:00-18:00
Castelló/Castellón,A-23,2026-01-17T13:00:00Z,1,23.636,23.636,12:00-18:00
Castelló/Castellón,N-340a,2026-01-17T19:00:00Z,1,975.909,975.909,18:00-00:00
Castelló/Castellón,CV-149,2026-01-17T20:00:00Z,1,0,0,18:00-00:00
Castelló/Castellón,N-340a,2026-01-17T21:00:00Z,5,972.806,1054.433,18:00-00:00
Castelló/Castellón,A-7,2026-01-17T22:00:00Z,1,281.784,281.784,18:00-00:00
Castelló/Castellón,N-340a,2026-01-17T23:00:00Z,2,974.074,975.649,18:00-00:00
Castelló/Castellón,N-340,2026-01-18T00:00:00Z,4,947.621,987.494,00:00-06:00
Castelló/Castellón,CV-16,2026-01-18T01:00:00Z,3,2.72,12.683,00:00-06:00
Castelló/Castellón,AP-7,2026-01-18T02:00:00Z,1,381.16,381.16,00:00-06:00
Castelló/Castellón,CV-10,2026-01-18T03:00:00Z,1,10.431,10.431,00:00-06:00
Castelló/Castellón,CV-10,2026-01-18T04:00:00Z,1,1.475,1.475,00:00-06:00
Castelló/Castellón,AP-7,2026-01-18T05:00:00Z,1,381.128,381.128,00:00-06:00
Castelló/Castellón,N-225,2026-01-18T06:00:00Z,1,43.278,43.278,06:00-12:00
Castelló/Castellón,CV-10,2026-01-18T07:00:00Z,4,11.263,29.357,06:00-12:00
Castelló/Castellón,A-23,2026-01-18T08:00:00Z,2,32.277,50.018,06:00-12:00
Castelló/Castellón,CV-10,2026-01-18T09:00:00Z,6,0.38,75.976,06:00-12:00
Castelló/Castellón,CV-170,2026-01-18T10:00:00Z,4,3.183,13.822,06:00-12:00
Castelló/Castellón,N-232,2026-01-18T11:00:00Z,4,42.282,61.039,06:00-12:00
Castelló/Castellón,N-340,2026-01-18T12:00:00Z,5,956.976,1046.979,12:00-18:00
Castelló/Castellón,N-340a,2026-01-18T16:00:00Z,1,974.94,974.94,12:00-18:00
Castelló/Castellón,CV-230,2026-01-18T17:00:00Z,1,5.864,5.864,12:00-18:00
Ceuta,N-352,2026-01-17T20:00:00Z,1,3.405,3.405,18:00-00:00
Ceuta,N-354,2026-01-18T11:00:00Z,1,1.807,1.807,06:00-12:00
Ciudad Real,CM-3129,2026-01-17T10:00:00Z,1,6.191,6.191,06:00-12:00
Ciudad Real,CM-4107,2026-01-17T11:00:00Z,1,13.447,13.447,06:00-12:00
Ciudad Real,A-4,2026-01-17T12:00:00Z,1,181.281,181.281,12:00-18:00
Ciudad Real,CM-3166,2026-01-17T13:00:00Z,1,6.146,6.146,12:00-18:00
Ciudad Real,A-4,2026-01-17T19:00:00Z,1,165.473,165.473,18:00-00:00
Ciudad Real,CR-4123,2026-01-17T20:00:00Z,4,0.339,8.869,18:00-00:00
Ciudad Real,N-430a,2026-01-17T21:00:00Z,3,324.202,378.539,18:00-00:00
Ciudad Real,A-4,2026-01-17T22:00:00Z,2,166.551,231.92,18:00-00:00
Ciudad Real,A-4,2026-01-17T23:00:00Z,6,160.628,184.265,18:00-00:00
Ciudad Real,A-4,2026-01-18T00:00:00Z,1,197.195,197.195,00:00-06:00
Ciudad Real,N-430,2026-01-18T01:00:00Z,1,306.195,306.195,00:00-06:00
Ciudad Real,A-4,2026-01-18T04:00:00Z,1,167.146,167.146,00:00-06:00
Ciudad Real,A-41,2026-01-18T06:00:00Z,1,170.851,170.851,06:00-12:00
Ciudad Real,CM-3111,2026-01-18T08:00:00Z,1,24.901,24.901,06:00-12:00
Ciudad Real,N-430,2026-01-18T09:00:00Z,2,309.086,310.697,06:00-12:00
Ciudad Real,CM-4110,2026-01-18T10:00:00Z,2,48.977,49.597,06:00-12:00
Ciudad Real,A-43,2026-01-18T11:00:00Z,3,2.032,14.29,06:00-12:00
Ciudad Real,N-430,2026-01-18T12:00:00Z,3,308.64,383.802,12:00-18:00
Cuenca,N-310,2026-01-17T10:00:00Z,1,185.655,185.655,06:00-12:00
Cuenca,N-420,2026-01-17T11:00:00Z,3,421.84,507.034,06:00-12:00
Cuenca,A-3,2026-01-17T12:00:00Z,3,113.306,214.967,12:00-18:00
Cuenca,CU-V-9144,2026-01-17T13:00:00Z,1,0.897,0.897,12:00-18:00
Cuenca,N-420,2026-01-17T19:00:00Z,1,452.732,452.732,18:00-00:00
Cuenca,N-420,2026-01-17T20:00:00Z,3,325.434,340.641,18:00-00:00
Cuenca,N-320,2026-01-17T21:00:00Z,2,155.614,156.119,18:00-00:00
Cuenca,A-3,2026-01-17T22:00:00Z,1,199.766,199.766,18:00-00:00
Cuenca,N-310,2026-01-17T23:00:00Z,1,185.893,185.893,18:00-00:00
Cuenca,N-310,2026-01-18T01:00:00Z,4,185.85,198.04,00:00-06:00
Cuenca,A-3,2026-01-18T02:00:00Z,1,108.645,108.645,00:00-06:00
Cuenca,N-3,2026-01-18T03:00:00Z,1,199.747,199.747,00:00-06:00
Cuenca,A-3,2026-01-18T04:00:00Z,2,238.018,243.977,00:00-06:00
Cuenca,A-3,2026-01-18T06:00:00Z,1,235.317,235.317,06:00-12:00
Cuenca,A-3,2026-01-18T09:00:00Z,2,71.136,71.311,06:00-12:00
Cuenca,A-3,2026-01-18T10:00:00Z,6,79.132,161.504,06:00-12:00
Cuenca,N-310,2026-01-18T11:00:00Z,3,174.348,180.094,06:00-12:00
Cuenca,N-310,2026-01-18T12:00:00Z,4,160.553,181.001,12:00-18:00
Cuenca,A-31,2026-01-18T16:00:00Z,1,25.932,25.932,12:00-18:00
Cuenca,A-43,2026-01-18T17:00:00Z,1,147.885,147.885,12:00-18:00
Cáceres,EX-109,2026-01-17T12:00:00Z,1,44.421,44.421,12:00-18:00
Cáceres,A-66,2026-01-17T19:00:00Z,1,564.994,564.994,18:00-00:00
Cáceres,EX-203,2026-01-17T20:00:00Z,3,0.496,18.645,18:00-00:00
Cáceres,A-5,2026-01-17T21:00:00Z,1,189.806,189.806,18:00-00:00
Cáceres,CC-240,2026-01-17T22:00:00Z,1,1.721,1.721,18:00-00:00
Cáceres,CC-238,2026-01-17T23:00:00Z,1,2.327,2.327,18:00-00:00
Cáceres,EX-102,2026-01-18T00:00:00Z,1,5.723,5.723,00:00-06:00
Cáceres,EX-A1,2026-01-18T02:00:00Z,1,90.111,90.111,00:00-06:00
Cáceres,A-58,2026-01-18T03:00:00Z,1,37.124,37.124,00:00-06:00
Cáceres,CC-252,2026-01-18T04:00:00Z,1,4.987,4.987,00:00-06:00
Cáceres,A-66,2026-01-18T05:00:00Z,1,451.127,451.127,00:00-06:00
Cáceres,EX-102,2026-01-18T06:00:00Z,1,74.111,74.111,06:00-12:00
Cáceres,N-521,2026-01-18T07:00:00Z,1,100.245,100.245,06:00-12:00
Cáceres,CC-253,2026-01-18T08:00:00Z,2,1.395,5.118,06:00-12:00
Cáceres,EX-109,2026-01-18T09:00:00Z,1,44.845,44.845,06:00-12:00
Cáceres,CC-253,2026-01-18T10:00:00Z,4,0,6.388,06:00-12:00
Cáceres,A-66,2026-01-18T11:00:00Z,2,480.571,505.722,06:00-12:00
Cáceres,CC-253,2026-01-18T12:00:00Z,2,5.688,6.452,12:00-18:00
Cáceres,A-5,2026-01-18T16:00:00Z,3,261.168,295.575,12:00-18:00
Cáceres,A-5,2026-01-18T17:00:00Z,2,261.16,269.233,12:00-18:00
Cádiz,A-48,2026-01-17T10:00:00Z,1,13.451,13.451,06:00-12:00
Cádiz,A-2006,2026-01-17T11:00:00Z,1,23.396,23.396,06:00-12:00
Cádiz,A-4,2026-01-17T12:00:00Z,1,651.875,651.875,12:00-18:00
Cádiz,A-4,2026-01-17T13:00:00Z,1,658.157,658.157,12:00-18:00
Cádiz,A-381,2026-01-17T19:00:00Z,1,34.115,34.115,18:00-00:00
Cádiz,A-4,2026-01-17T20:00:00Z,2,641.696,667.819,18:00-00:00
Cádiz,A-2075,2026-01-17T21:00:00Z,1,2.433,2.433,18:00-00:00
Cádiz,A-381,2026-01-17T22:00:00Z,3,1.684,40.725,18:00-00:00
Cádiz,AP-4,2026-01-17T23:00:00Z,5,63.088,74.322,18:00-00:00
Cádiz,A-48,2026-01-18T00:00:00Z,2,3.655,6.118,00:00-06:00
Cádiz,CA-33,2026-01-18T02:00:00Z,1,8.02,8.02,00:00-06:00
Cádiz,A-4,2026-01-18T03:00:00Z,1,645.886,645.886,00:00-06:00
Cádiz,A-4,2026-01-18T05:00:00Z,1,645.885,645.885,00:00-06:00
Cádiz,CA-3205,2026-01-18T06:00:00Z,1,7.788,7.788,06:00-12:00
Cádiz,A-381,2026-01-18T07:00:00Z,1,17.718,17.718,06:00-12:00
Cádiz,A-2075,2026-01-18T08:00:00Z,1,3.089,3.089,06:00-12:00
Cádiz,A-390R3,2026-01-18T09:00:00Z,1,1.07,1.07,06:00-12:00
Cádiz,A-7,2026-01-18T10:00:00Z,3,1108.295,1109.097,06:00-12:00
Cádiz,A-381,2026-01-18T11:00:00Z,6,0.956,64.238,06:00-12:00
Cádiz,A-381,2026-01-18T12:00:00Z,3,28.93,40.001,12:00-18:00
Cádiz,A-48,2026-01-18T16:00:00Z,1,28.775,28.775,12:00-18:00
Cádiz,A-390,2026-01-18T17:00:00Z,1,15.822,15.822,12:00-18:00
Córdoba,N-331,2026-01-17T10:00:00Z,1,42.757,42.757,06:00-12:00
Córdoba,A-3050,2026-01-17T11:00:00Z,2,1.223,3.751,06:00-12:00
Córdoba,A-309a,2026-01-17T12:00:00Z,1,2.316,2.316,12:00-18:00
Córdoba,A-309a,2026-01-17T13:00:00Z,2,3.084,6.328,12:00-18:00
Córdoba,A-309a,2026-01-17T19:00:00Z,1,6.208,6.208,18:00-00:00
Córdoba,A-4,2026-01-17T20:00:00Z,3,411.076,415.939,18:00-00:00
Córdoba,A-45,2026-01-17T21:00:00Z,6,1.699,78.98,18:00-00:00
Córdoba,A-45,2026-01-17T22:00:00Z,3,19.736,32.227,18:00-00:00
Córdoba,A-45,2026-01-17T23:00:00Z,8,0.437,35.133,18:00-00:00
Córdoba,N-432,2026-01-18T01:00:00Z,2,345.961,350.033,00:00-06:00
Córdoba,A-318,2026-01-18T02:00:00Z,5,53.131,67.236,00:00-06:00
Córdoba,A-45,2026-01-18T03:00:00Z,3,11.265,22.858,00:00-06:00
Córdoba,CP-274,2026-01-18T04:00:00Z,1,0.081,0.081,00:00-06:00
Córdoba,CO-263a,2026-01-18T05:00:00Z,1,0.854,0.854,00:00-06:00
Córdoba,A-331,2026-01-18T06:00:00Z,1,11.817,11.817,06:00-12:00
Córdoba,A-45,2026-01-18T07:00:00Z,2,21.482,22.621,06:00-12:00
Córdoba,A-309a,2026-01-18T08:00:00Z,2,2.821,4.237,06:00-12:00
Córdoba,N-331,2026-01-18T09:00:00Z,3,40.991,49.006,06:00-12:00
Córdoba,A-45,2026-01-18T10:00:00Z,5,1.474,25.269,06:00-12:00
Córdoba,A-4,2026-01-18T11:00:00Z,7,378.201,407.099,06:00-12:00
Córdoba,N-331,2026-01-18T12:00:00Z,6,33.197,74.526,12:00-18:00
Córdoba,A-45,2026-01-18T16:00:00Z,1,61.95,61.95,12:00-18:00
