Level,Scope,Timestamp,Count,Avg_Mins,Med_Mins
Provincial,Cuenca,2026-01-17T23:00:00Z,1,62.67,62.67
Provincial,Cuenca,2026-01-18T01:00:00Z,7,15.512857142857143,1.09
Provincial,Cuenca,2026-01-18T02:00:00Z,4,10.4325,1.22
Provincial,Cuenca,2026-01-18T03:00:00Z,2,35.265,35.265
Provincial,Cuenca,2026-01-18T04:00:00Z,3,3.2333333333333334,0.22
Provincial,Cuenca,2026-01-18T06:00:00Z,2,9.73,9.73
Provincial,Cuenca,2026-01-18T09:00:00Z,4,22.0925,14.685
Provincial,Cuenca,2026-01-18T10:00:00Z,17,3.138235294117647,1.11
Provincial,Cuenca,2026-01-18T11:00:00Z,6,13.06,4.02
Provincial,Cuenca,2026-01-18T12:00:00Z,7,1.6199999999999999,1.03
Provincial,Cuenca,2026-01-18T16:00:00Z,1,63.74,63.74
Provincial,Cuenca,2026-01-18T17:00:00Z,2,4.745,4.745
Provincial,Cáceres,2026-01-17T12:00:00Z,4,17.9675,4.904999999999999
Provincial,Cáceres,2026-01-17T19:00:00Z,4,41.24,46.565
Provincial,Cáceres,2026-01-17T20:00:00Z,10,12.407,1.72
Provincial,Cáceres,2026-01-17T21:00:00Z,7,30.644285714285715,17.41
Provincial,Cáceres,2026-01-17T22:00:00Z,3,37.11666666666667,50.21
Provincial,Cáceres,2026-01-17T23:00:00Z,1,1.31,1.31
Provincial,Cáceres,2026-01-18T00:00:00Z,1,6.42,6.42
Provincial,Cáceres,2026-01-18T02:00:00Z,1,69.54,69.54
Provincial,Cáceres,2026-01-18T03:00:00Z,2,31.615000000000002,31.615000000000002
Provincial,Cáceres,2026-01-18T04:00:00Z,1,37.64,37.64
Provincial,Cáceres,2026-01-18T05:00:00Z,1,32.66,32.66
Provincial,Cáceres,2026-01-18T06:00:00Z,2,31.515,31.515
Provincial,Cáceres,2026-01-18T07:00:00Z,1,57.94,57.94
Provincial,Cáceres,2026-01-18T08:00:00Z,5,13.456,0.66
Provincial,Cáceres,2026-01-18T09:00:00Z,1,17.11,17.11
Provincial,Cáceres,2026-01-18T10:00:00Z,12,15.825,4.355
Provincial,Cáceres,2026-01-18T11:00:00Z,4,15.2325,11.625
Provincial,Cáceres,2026-01-18T12:00:00Z,6,12.603333333333333,12.85
Provincial,Cáceres,2026-01-18T16:00:00Z,5,34.608,38.44
Provincial,Cáceres,2026-01-18T17:00:00Z,3,4.116666666666666,1.49
Provincial,Cádiz,2026-01-17T10:00:00Z,3,43.31,49.54
Provincial,Cádiz,2026-01-17T11:00:00Z,10,8.222,3.62
Provincial,Cádiz,2026-01-17T12:00:00Z,3,35.10333333333333,30.72
Provincial,Cádiz,2026-01-17T13:00:00Z,5,14.341999999999999,12.37
Provincial,Cádiz,2026-01-17T19:00:00Z,2,59.69,59.69
Provincial,Cádiz,2026-01-17T20:00:00Z,9,31.40888888888889,31.76
Provincial,Cádiz,2026-01-17T21:00:00Z,7,31.08142857142857,28.84
Provincial,Cádiz,2026-01-17T22:00:00Z,5,26.605999999999998,10.81
Provincial,Cádiz,2026-01-17T23:00:00Z,9,8.405555555555555,1.51
Provincial,Cádiz,2026-01-18T00:00:00Z,6,50.555,62.7
Provincial,Cádiz,2026-01-18T02:00:00Z,1,64.74,64.74
Provincial,Cádiz,2026-01-18T03:00:00Z,1,31.07,31.07
Provincial,Cádiz,2026-01-18T05:00:00Z,1,1.61,1.61
Provincial,Cádiz,2026-01-18T06:00:00Z,2,51.36,51.36
Provincial,Cádiz,2026-01-18T07:00:00Z,1,0.66,0.66
Provincial,Cádiz,2026-01-18T08:00:00Z,4,20.1775,9.91
Provincial,Cádiz,2026-01-18T09:00:00Z,4,47.2775,52.845
Provincial,Cádiz,2026-01-18T10:00:00Z,7,30.88,32.38
Provincial,Cádiz,2026-01-18T11:00:00Z,15,14.246666666666666,5.36
Provincial,Cádiz,2026-01-18T12:00:00Z,17,8,1.73
Provincial,Cádiz,2026-01-18T16:00:00Z,2,31.18,31.18
Provincial,Cádiz,2026-01-18T17:00:00Z,1,0.29,0.29
Provincial,Córdoba,2026-01-17T10:00:00Z,1,56.55,56.55
Provincial,Córdoba,2026-01-17T11:00:00Z,11,12.694545454545455,8.89
Provincial,Córdoba,2026-01-17T12:00:00Z,4,29.19,29.57
Provincial,Córdoba,2026-01-17T13:00:00Z,4,3.4499999999999997,3.42
Provincial,Córdoba,2026-01-17T19:00:00Z,4,45.3375,42.275000000000006
Provincial,Córdoba,2026-01-17T20:00:00Z,12,3.9866666666666664,3.005
Provincial,Córdoba,2026-01-17T21:00:00Z,12,18.244166666666665,0.985
Provincial,Córdoba,2026-01-17T22:00:00Z,6,14.136666666666667,9.33
Provincial,Córdoba,2026-01-17T23:00:00Z,13,4.542307692307692,1.29
Provincial,Córdoba,2026-01-18T01:00:00Z,3,0.8833333333333333,0.64
Provincial,Córdoba,2026-01-18T02:00:00Z,6,4.488333333333333,0.63
Provincial,Córdoba,2026-01-18T03:00:00Z,7,12.139999999999999,1.07
Provincial,Córdoba,2026-01-18T04:00:00Z,1,4.59,4.59
Provincial,Córdoba,2026-01-18T05:00:00Z,1,7.79,7.79
Provincial,Córdoba,2026-01-18T06:00:00Z,2,55.995,55.995
Provincial,Córdoba,2026-01-18T07:00:00Z,3,19.493333333333332,14.94
Provincial,Córdoba,2026-01-18T08:00:00Z,7,27.552857142857142,25.59
Provincial,Córdoba,2026-01-18T09:00:00Z,14,13.522142857142859,1.43
Provincial,Córdoba,2026-01-18T10:00:00Z,23,6.439565217391304,1.71
Provincial,Córdoba,2026-01-18T11:00:00Z,19,8.932105263157894,1.73
Provincial,Córdoba,2026-01-18T12:00:00Z,18,10,3.665
Provincial,Córdoba,2026-01-18T16:00:00Z,1,58.78,58.78
Provincial,Córdoba,2026-01-18T17:00:00Z,3,3.9266666666666667,3.94
Provincial,Girona,2026-01-17T10:00:00Z,1,16.7,16.7
Provincial,Girona,2026-01-17T13:00:00Z,1,15.35,15.35
Provincial,Girona,2026-01-17T20:00:00Z,1,23.49,23.49
Provincial,Girona,2026-01-17T21:00:00Z,1,63.97,63.97
Provincial,Girona,2026-01-18T00:00:00Z,2,45.2,45.2
Provincial,Girona,2026-01-18T01:00:00Z,2,31.865000000000002,31.865000000000002
Provincial,Girona,2026-01-18T06:00:00Z,1,25.11,25.11
Provincial,Girona,2026-01-18T09:00:00Z,1,64.98,64.98
Provincial,Girona,2026-01-18T11:00:00Z,1,11.58,11.58
Provincial,Girona,2026-01-18T12:00:00Z,2,3.625,3.625
Provincial,Girona,2026-01-18T16:00:00Z,1,20.29,20.29
Provincial,Granada,2026-01-17T10:00:00Z,3,29.886666666666667,30.2
Provincial,Granada,2026-01-17T11:00:00Z,19,13.073157894736841,10.35
Provincial,Granada,2026-01-17T12:00:00Z,4,39.6025,37.32
Provincial,Granada,2026-01-17T13:00:00Z,11,6.299090909090909,1.44
Provincial,Granada,2026-01-17T19:00:00Z,4,62.445,62.14
Provincial,Granada,2026-01-17T20:00:00Z,14,6.551428571428572,1.5
Provincial,Granada,2026-01-17T21:00:00Z,9,7.904444444444445,1.09
Provincial,Granada,2026-01-17T22:00:00Z,7,6.531428571428571,0.42
